name,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc
ResNet50,2.4200544357299805,0.3111799955368042,0.3150597539200855,0.31699283084673513,0.2986943658501927,0.8075392638060492,2.6692817211151123,0.2004680186510086,0.2642602094003947,0.20280811232449297,0.17528047933521546,0.7756425938456158,2.510199785232544,0.25329816341400146,0.22040705317061604,0.2559366754617414,0.2067100170331238,0.8203727640912634
ResNet101,2.4907493591308594,0.26990893483161926,0.308042522830462,0.2722340631660531,0.2522458385348011,0.7824042440988132,2.7007994651794434,0.23166926205158234,0.2729069336638751,0.23400936037441497,0.2224729598651268,0.7343839223917656,2.611776113510132,0.25065964460372925,0.3616279552567407,0.2532981530343008,0.24618725242493286,0.7789090385588446
EfficientNetB0,2.8041818141937256,0.12206936627626419,0.02172430603166449,0.11548149583414068,0.036543035836872254,0.6091765687056674,2.7974414825439453,0.10452418029308319,0.019252335062852614,0.10452418096723869,0.03160947003169806,0.5577864557004881,2.8548362255096436,0.08443272113800049,0.009892365037483771,0.08179419525065963,0.017257704106752852,0.5916642162365006
VGG16,0.8936925530433655,0.8928502202033997,0.892766435212523,0.8889750048440225,0.8871868676960469,0.9942352939748615,1.3848273754119873,0.7542901635169983,0.76737064016438,0.7542901716068643,0.7471531018215943,0.9654037782579032,1.058575987815857,0.831134557723999,0.8540094703837965,0.8311345646437994,0.8200308069299207,0.9861800911340711
DenseNet201,0.4771999418735504,0.9674481749534607,0.9697478345695582,0.9691920170509591,0.9690426943007394,0.9994357981498858,0.7257440686225891,0.8814352750778198,0.8892965507698564,0.8814352574102964,0.8818887573457237,0.9926783464376457,0.4869500994682312,0.9656991958618164,0.9684289599248269,0.9656992084432717,0.9659478878371871,0.9989816385438031
